FECHA,AIRQ_CO2,DATASET
2002,331.49,DATASET_05_1850_2012_BRA
2003,322.7236,DATASET_05_1850_2012_BRA
2004,340.5358,DATASET_05_1850_2012_BRA
2005,346.5112,DATASET_05_1850_2012_BRA
2006,352.1808,DATASET_05_1850_2012_BRA
2007,369.3556,DATASET_05_1850_2012_BRA
2008,391.9075,DATASET_05_1850_2012_BRA
2009,370.3887,DATASET_05_1850_2012_BRA
2010,422.4304,DATASET_05_1850_2012_BRA
2011,443.1584,DATASET_05_1850_2012_BRA
2012,477.7701,DATASET_05_1850_2012_BRA
